Unnamed: 0,id,name,tagline,domain,Location,Investors,Employees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),LinkedIn Profile (Founders/CEOs),In Energize Affinity,Affinty ID
3176,0c8c8a55-f38c-48ee-8e00-b8c741648fd3,Primergy,Renewable energy developer,primergysolar.com,"Oakland, California","['Rabobank', 'Norddeutsche Landesbank Girozentrale', 'The PNC Financial Services Group', 'Société Générale', 'SMBC', 'Crédit Agricole Corporate and Investment Bank']",93.0,8.14,Debt,100000000.0,Ty Daul (Chief Executive Officer): https://linkedin.com/in/ty-daul-2930a48,True,263725453
3177,4005e57b-552e-4209-bdc5-e1fc350ece46,princeton nuenergy,Lithium-ion battery recycler,,"Princeton, NJ","[' helium-3 ventures', 'samsung venture investment corporation']",,,,,,False,Not in Affinity
3178,241ae7fb-a6fa-42d1-aec2-748e64ed8d0b,Priority Power Management,Energy services provider,prioritypower.net,"None, Texas",Ara Partners,76.0,0.0,Other,,"['Brandon Schwertner, CEO (Chief Executive Officer): https://linkedin.com/in/brandon-schwertner', 'Kirsten Wood (Founder): https://linkedin.com/in/kirsten-wood-a04a7619', 'John Bick (Executive Chairman and Senior Advisor): https://linkedin.com/in/johnjbick']",True,1596150
3179,827adb1a-792d-472e-bf5e-e0c54e6aa802,prism worldwide,Tire recycling business,,"Kirkland, WA","[' james sinegal', 'columbia pacific advisors']",,,,,,False,Not in Affinity
3180,95d84110-7e65-4c1e-bca1-0abffd38cd36,Prisma,Open-source database toolkit for developers,prisma.io, ,"[' kleiner perkins', 'amplify partners']",,,,,,False,114272627
3181,4c055e7c-f340-4ff7-b256-e8f0f1b574dc,Prisma Photonics,Sensor-free monitoring system for grids,prismaphotonics.com,"Tel Aviv-Yafo, Israel","['Insight Partners', 'Future Energy Ventures', 'Israel Electric Corporation', 'Israel Natural Gas Lines', 'i3 Equity Partners', 'SE Ventures', 'INcapital', 'Chione Switzerland', 'Elements']",88.0,20.55,Series C,20000000.0,Eran Inbar (CEO): https://linkedin.com/in/eraninbar,True,223812336
3182,dc7b5e70-3702-4a4f-99b7-15b3dd7eb1e2,ProducePay,"Financing, analytics, and marketplace startup for the fresh produce market",producepay.com,"Los Angeles, California","['Astanor Ventures', 'Red Bear Angels', 'Anterra Capital', 'G2 Venture Partners', 'Syngenta Group Ventures', 'Endeavor8', 'Avenue Venture Opportunities', 'Avenue Sustainable Solutions', 'IGNIA', 'Rabo Frontier Ventures', 'Social Leverage', 'Finistere', 'FJ Labs', 'Coventure', 'Arena Ventures', 'G2VP', 'Menlo Ventures', 'TCM Capital', 'CoVenture', 'Moonshots Capital', 'CF Private Equity', 'Tribeca Angels', 'IDB Invest', 'Greenhouse Capital', 'IFC (International Finance Corp.)']",230.0,-29.88,Series D,38000000.0,"['Pablo Borquez Schwarzbeck (Founder): https://linkedin.com/in/pabloborquezschwarzbeck', 'Pat McCullough (Chief Executive Officer): https://linkedin.com/in/mcculloughceo', 'Ben Dusastre (Cofounder & CFO): https://linkedin.com/in/ben-dusastre-7501693']",True,1774344
3183,03922e09-b579-4331-8e6f-f80b1a47d2c5,profluent,Protein design startup,,"Berkeley, CA",['spark capital'],,,,,,False,Not in Affinity
3184,c8b06bda-366f-4b0c-b89f-64164c3de12a,Project 3 Mobility,Autonomous electric vehicle developer,p-tri.com,"Zagreb, Croatia","[' kia', 'tasaru', ' rimac group']",,,,,,False,278306208
3185,e05b9d48-2850-42d0-bb15-7cc607384dab,Project Canary,"Provider of emissions monitoring and ESG data for the energy, manufacturing and waste management sectors",projectcanary.com,"Denver, Colorado","['Energy Impact Partners', 'Insight Partners', 'Quantum Energy Partners', 'Carica Sustainable Investments', 'Brookfield Growth', 'Global Reserve Group', 'Frontier Venture Capital', 'Canada Pension Plan Investment Board (CPP Investments)']",94.0,-27.69,Series B,111000000.0,"['David Carlson (Co-Founder | Head of Operations | Advisor): https://linkedin.com/in/david-carlson-20829320', 'David Armitage (Founder / CEO): https://linkedin.com/in/dlarmitage', 'Chris Romer (Co-Founder): https://linkedin.com/in/chris-romer-88252440', 'William Foiles, CFA (Co-Founder, Vice President - Product Management & Growth Strategy): https://linkedin.com/in/william-foiles-cfa-850aa7105', 'Anna Scott, PhD (Chief Science Officer & Co-founder): https://linkedin.com/in/anna-scott-phd-77b93974']",True,222057872
3186,4f8d2e61-6ac2-415e-880b-3a0ba79fc78b,PROJECT EADEN,Plant-based meat company,projecteaden.com,Germany,"['planet a', ' magnetic ventures', ' trellis road', ' foodlabs', ' rewe group', ' shio capital', ' magnetic', ' atlantic food labs', 'creandum']",,,,,,False,286396617
3187,85f70d0f-532d-4cd9-9605-b42085b20e74,Project InnerSpace,Non-profit geothermal energy organization,projectinnerspace.org,,['us department of energy'],,,,,,False,285454333
3188,bd67f7fb-227a-4056-a5fa-f546fc75ddc2,Project Solar,E-commerce brand for solar installations,projectsolar.com,"Lehi, Utah",['left lane capital'],106.0,4.0,,23994225.0,"['Trevor Hiltbrand (Chief Executive Officer): https://linkedin.com/in/trevor-hiltbrand-01b7b519', 'Matthew Smith (Co-Founder): https://linkedin.com/in/matthew-smith-749a107a']",True,287344304
3189,b632327f-68f3-4d7e-864b-e5e332d25485,prolific machines,Photomolecular biology platform that uses light to make proteins,https://www.prolificmachines.com/,"Emeryville, CA","['breakthrough energy ventures', 'ki tua fund']",,,,,,False,Not in Affinity
3190,9e306314-0906-4296-8e07-2f652dbb5362,ProLogium Technology,Lithium battery cell maker,prologium.com,Taiwan,"[' sb china venture capital', ' primavera capital', 'dgav capital']",,,,,,False,2173580
3191,ddeeede4-0efa-464c-b937-6aaed91b27ec,Promethean Particles,Advanced nanomaterials for carbon capture and storage,prometheanparticles.co.uk,"Nottingham, United Kingdom","['Midlands Engine Investment Fund I (Equity Finance fund, managed by Foresight)', 'TSP Ventures', 'University of Nottingham', 'Aramco Ventures', 'East Midlands Early Growth Fund (managed by the British Business Bank)', 'Mercia Ventures']",24.0,50.0,Series A,8000000.0,"['James Stephenson (Chief Executive Officer): https://linkedin.com/in/jamesstephenson', 'Laurie Geldenhuys (CEO): https://linkedin.com/in/laurie-geldenhuys-b7522217', 'Alan Lamb (Non Executive Chairman): https://linkedin.com/in/alan-lamb-596b986']",True,136386618
3192,e008ee1a-b980-43ff-a57a-47accc4819e0,Prometheus Materials,Maker of zero-carbon building materials,prometheusmaterials.com,"Niwot, CO","['sofinnova partners', ' skidmore', ' microsoft climate innovation fund', ' gaf', ' the autodesk foundation', ' owings & merrill (som)']",,,,,,False,281832953
3193,a082f421-1159-48d2-928a-1ba4a82f19da,Propagate Ventures,Agroforestry project development and investments platform,propagateventures.com,"New York, New York",['neglected climate opportunities'],9.0,0.0,Private Equity,100000.0,"['Ethan S. (CEO & Co-Founder): https://linkedin.com/in/ethanmsteinberg', 'Harry Greene (Chief Investment Officer & Co-Founder): https://linkedin.com/in/harry-greene-79735227']",True,223948359
3194,d90c19dc-1a8a-4be6-8720-7ecabc61901c,propelo,Engineering analytics and automation company,,"San Francisco, CA","[' eniac ventures', ' fike ventures', ' fathom capital', 'decibel partners']",,,,,,False,Not in Affinity
3195,798aab5e-d4af-48a7-8844-229b14a3eca5,Prophecy.io,Low-code data engineering platform,prophecy.io,"Palo Alto, Calif.",['insight partners'],,,,,,False,146844700
3196,f0a20ef9-31ad-4bae-9cdb-afc945ae00c3,ProsperOps,Autonomous cloud cost optimization platform,prosperops.com,"Austin, Texas","['H.I.G. Growth Partners', 'Active Capital']",72.0,24.14,Other,72000000.0,"['Chris Kuehl (Co-Founder and Chief Technology Officer): https://linkedin.com/in/ckuehl', 'Chris Cochran (Co-Founder & CEO): https://linkedin.com/in/chris-cochran-5243791', 'Erik Carlin (Co-Founder & Chief Product Officer): https://linkedin.com/in/ecarlin']",True,209957412
3197,a090674c-01b1-4a4a-a027-978099ee8dbf,Protealis,Soy seed coating technology,protealis.com,Ghent,['flemish agency for innovation & entrepreneurship'],,,,,,False,284124165
3198,836dca16-5852-4650-959d-e6d9da712b19,Protein Evolution,Carbon reduction climate tech startup,protein-evolution.com,"New Haven, Conn.","['collaborative fund’s collab sos', ' eldridge', ' good friends', ' nextrans', ' new climate ventures']",,,,,,False,288078522
3199,a37147f2-dfcf-49ef-a649-7b5a33a115c5,ProteinDistillery,Plant-based food platform,proteindistillery.com,"Ostfildern, Germany","['green generation fund', ' startup family office']",,,,,,False,287072249
3200,9cd3e56b-774e-43dc-9aad-5e1aded09a09,protera,Developing new proteins for sustainable solutions,,"Santiago, Chile",['sofinnova partners'],,,,,,False,Not in Affinity
3201,1edf3b20-413d-4b64-82c4-a88d716db9d8,Protix Biosystems,Insect-based animal feed company,protix.eu,"Dongen, Netherlands",,,,,,,False,1753353
3202,40228562-313b-4765-a12b-df853e58b63b,protix biosystems,Insect-based animal feed developer,,"Dongen, Netherlands",['european investment bank'],,,,,,False,Not in Affinity
3203,b67bcc7d-9ed5-4302-8557-144b17aa94b7,Provectus Algae,Sustainable bio manufacturing platform,provectusalgae.com,"Noosaville, Australia","['Vectr Ventures Limited', 'CJ Food&Nutrition Tech', 'Acequia Capital', 'Hitachi Ventures', 'Possible Ventures', 'Maropost Ventures', 'Vectr Ventures of Hong Kong']",23.0,-4.17,Other,,"['Mic Black (Co-Founder, CTO): https://linkedin.com/in/micblackau', 'Nusqe Spanton (Founder & CEO): https://linkedin.com/in/nusqe-spanton-99012a167']",True,263370590
3204,4afda0e8-31a3-4d9f-93e5-3d581e3b1fec,Provenance,Startup digitally verifying corporate sustainability claims,provenance.org,"London, United Kingdom","['Nordic Eye', 'Peter Gabriel (musician & activist)', 'Digital Currency Group', 'The Brandtech Group', 'Nicolas Cary (Blockchain.com)', 'Working Capital Innovation Fund', 'Jon Reynolds (SwiftKey)']",51.0,-5.56,Series C,4600000.0,"['Jessi Baker (Founder & CEO): https://linkedin.com/in/jessibaker', 'Amisha Ghadiali (Co-Founder): https://linkedin.com/in/amishaghadiali', 'Matt Hussey (Co-Founder): https://linkedin.com/in/matthussey1']",True,1636454
3205,7104687e-39c4-4e5f-a547-a6dee8188e4e,Provivi,Emerging crop protection company,provivi.com,"Santa Monica, California","['Kairos Ventures', 'Lanx Capital', 'Spruce Capital Partners', 'Pontifax Global Food and Agriculture Fund', 'Kairos Venture', 'global investment fund', 'MLS Capital Fund II', 'DuPont Pioneer', 'Xeraya Capital', 'BASF Venture Capital', 'Tybourne Capital Management', 'Spruce Capital', 'new and existing investors']",80.0,-20.79,Series C,85000000.0,"['Steven Hartmeier (Advisor To Chief Executive Officer): https://linkedin.com/in/steven-hartmeier-768a5211', 'Peter Meinhold (Co-Founder & CTO): https://linkedin.com/in/peter-meinhold-6101236', 'Frances Arnold (Co-founder, Director and Science Advisor): https://linkedin.com/in/frances-arnold-b4992313', 'Pedro Coelho (Co-founder and CEO): https://linkedin.com/in/pedro-coelho-4349b948']",True,1765806
3206,24ecd14a-64bf-408b-9a20-8a71789f926b,Proxima,Building fusion power plants,proximafusion.com,"Munich, Germany",,,,,,,False,290854638
3207,917516e1-a259-4f61-b182-7b17d19ca3dc,Proximie,Digitizing operating and diagnostic rooms,proximie.com,"London, U.K.","[' maverick ventures', 'f-prime capital', ' questa capital', ' eight roads', ' cedar mundi ventures', ' global ventures', ' beco capital']",,,,,,False,117394846
3208,6945e446-316c-4b54-9c67-314f96ff4709,Prozeal Infra Engg.,Solar EPC company,prozealinfra.com,"Ahmedabad, India",,,,,,,False,287484549
3209,bc811137-3060-42fc-8e24-3331f2b08749,Pry Financials,The financial modeling tool for startups,pry.co,"San Francisco, CA","['coastal ventures', ' susa ventures']",,,,,,False,279261329
3210,3b7f2e47-2dd5-46b5-950f-f6124bde0efd,pryme,Circular recycling for plastics company,,"Rotterdam, Netherlands","['infinity recycling', ' lyondellbasell industries', ' invest-nl']",,,,,,False,Not in Affinity
3211,03e10d34-469e-4fb7-a045-dab42150daaa,prȇts,Help homeowners finance home electrification and decarbonization upgrades,,"Amsterdam, Netherlands","['innovatiefonds noord-holland', ' rockstart', ' rubio impact ventures']",,,,,,False,Not in Affinity
3212,92b98255-82bd-4378-984d-c98bbd295677,PsiQuantum,Quantum computing firm,psiquantum.com,"Palo Alto, California","['Blackbird Ventures', ""M12 - Microsoft's venture fund"", 'Temasek', 'BlackRock', 'Baillie Gifford']",376.0,35.25,Debt,620000000.0,,True,224681432
3213,95e12da8-e913-4320-8b0d-032cf45a56b2,PteroDynamics,Configurable VTOL aircraft manufacturer,pterodynamics.com,"Colorado Springs, CO","[' lavrock ventures', 'cs venture opportunities fund', ' kairos ventures']",,,,,,False,162563075
3214,5cd574c9-ddab-4d80-8f62-4a4bf3858f55,pula,Agricultural insurance and digital solutions,,"Nairobi, Kenya",['blueorchard'],,,,,,False,Not in Affinity
3215,6e7fbb63-f4c2-44a4-ad3b-f773237b3413,Puloli,IoT methane monitoring technologies,puloli.com,"San Francisco, California",Artemis Energy Partners,17.0,54.55,Other,,Kethees Ketheesan (CEO & Co-founder): https://linkedin.com/in/ketheesan,True,100245759
3216,364cc215-d0ca-4745-86a4-cdc973f47aeb,PulPac,Sustainable packaging solutions,pulpac.com,Sweden,"[' teseo capital', ' pp intressenter', ' stora enso', 'aliaxis next', ' wpp', ' dryfiber holding', ' amcor']",,,,,,False,224990383
3217,dbc505e6-4355-45e4-9885-dfc3a7a90b1f,Pulse Clean Energy,Energy storage and grid stability facilities developer,pulsecleanenergy.com,"London, UK","[' uk infrastructure bank', 'santander', ' investec', ' cibc']",,,,,,False,287416986
3218,83001b1e-009f-4dcc-b0eb-93427d798c58,pulse crop genetic improvement network,Develop more pest and disease-resilient legumes,,"Norwich, U.K.",[],,,,,,False,Not in Affinity
3219,326701ff-d8d5-42a0-8bea-b2dc17329135,pulsESG,ESG software as a service platform,pulsesg.com,"San Francisco, California","['Aligned Climate Capital', 'Accenture Ventures', 'André Borschberg', 'other impact-driven investors', 'eLab Ventures', 'FINTOP Capital', 'Builders VC', 'SOMPO Holdings (Japan)', 'Alberto Cribiore']",32.0,10.0,Seed,10000000.0,"['Inderjeet Singh (Co-founder, President & CTO): https://linkedin.com/in/inderjeet-singh-57bbb1', 'Murat Sönmez (Co-founder & CEO): https://linkedin.com/in/murat-s%C3%B6nmez-5a68a716']",True,283738704
3220,3595cf0b-b377-4e42-b6cd-a31aa15f2852,pulsetrain,Electric vehicle battery management solutions developer,,"Munich, Germany","[' planet a', 'vsquared ventures', ' climate club']",,,,,,False,Not in Affinity
3221,c37195af-fb21-4d32-8201-3b519dd9d680,pure ev,Electric vehicle and battery manufacturing platform,https://www.pureev.com/,"Sangareddy, India","['bennett coleman and company', ' hindustan times media ventures', ' ushodaya enterprises pvt ltd']",,,,,,False,Not in Affinity
3222,c7c2194e-243d-4cf7-854a-03321ca1cce9,pure harvest smart farms,Technology-enhanced greenhouses,,Middle East,"['wafra', ' imm investment corp', ' u.k.', 'metric capital partners', ' olayan group']",,,,,,False,Not in Affinity
3223,fec8fe8a-19d7-4843-a6bb-ccb8aa98d846,purelithium.io,Develop lithium extraction technology,purelithium.io,Boston,,,,,,,False,279206673
3224,6b896746-35cf-4aa4-b7e9-a1427c5212c9,Pure Watercraft,Manufacturer of electric motors for boats,purewatercraft.com,"Seattle, WA","[' amazon executives', ' angel investors', 'l37']",,,,,,False,1585982
3225,c2a2cc07-297e-4172-9e88-c8905160cda0,PuriFire Energy,Turn wastewater into green hydrogen and methanol,purifire.com,"Cambridge, U.K.",['hico investment group'],,,,,,False,298286898
3226,fc98c2ec-7aae-49bf-8f37-7b0478b4e320,purpose green,Digital twin for building efficiency platform,,"Berlin, Germany","['atlantic labs', ' speedinvest']",,,,,,False,Not in Affinity
3227,1ca8fa69-0c39-4344-bc66-3fe2862d110d,P.U.S.H Security Services,SaaS security company,pushsecurityservices.com,"London, UK",['decibel partners'],,,,,,False,304528164
3228,1e1dd2d9-9b1a-4cbe-9050-cebb9f2ee96e,PVcase,Solar design software provider,pvcase.com,"Vilnius, Lithuania","['Highland Europe', 'Elephant', 'Contrarian Ventures', 'Elephant VC', 'Energize', 'Practica Capital']",269.0,1.51,Series B,100000000.0,"['David Trainavicius (Founder / CEO): https://linkedin.com/in/davidtrainavicius', 'Adam Pazarauskas (Co-founder & Chief Product Officer): https://linkedin.com/in/adomaspazarauskas']",True,202529940
3229,cd4adc96-4eb6-4738-9147-2b94d033ee0e,pyka,Electric autonomous aviation startup,https://www.pyka.com/,"Oakland, CA",['piva capital'],,,,,,False,Not in Affinity
3230,152c19aa-9894-4fcf-8d1b-0cc949065840,pyn,Workplace communication software platform,,Australia,"[' skip capital', 'andreesen horowitz', ' accel', ' ryan sanders (bamboohr co-founder)']",,,,,,False,Not in Affinity
3231,c91f8939-a02d-4503-8734-4407701da1bf,pyrpose,Climate finance platform,pyrpose.io,"Geneva, Switzerland",[],,,,,,False,286511307
3232,db0c7d45-9f04-4b35-a0f8-a7764aab7ac1,q cells,Energy storage systems software provider,,"San Francisco, CA",[],,,,,,False,Not in Affinity
3233,daa0f82c-8fa5-4562-9c79-db3f8ebaf3f6,Q-CTRL,Quantum infrastructure software company,q-ctrl.com,"Sydney, Australia","[' airbus ventures', ' icm allectus', ' ridgeline partners', ' horizons', 'square peg capital', 'salesforce ventures', ' data collective', ' alumni ventures', ' main sequence ventures', ' mindrock capital']",,,,,,False,136383071
3234,00fb8958-93df-4dfa-8540-6b189d669502,Q5D,Robotic systems for wiring harness assembly,q5d.com,"Bristol, U.K.",['lockheed martin ventures'],,,,,,False,291934061
3235,c6ce9042-bf7f-41dd-bc82-04e2ef961d3c,QAPTIS,Building mobile carbon capture devices for trucking,qaptis.com,"Cheseaux-sur-Lausanne, Switzerland","['Plug and Play', 'Cargil', 'BlackWood', 'YB Startup']",10.0,-23.08,Seed,1385995.0,"['Masoud Talebi Amiri (Co-founder): https://linkedin.com/in/masoud-talebi-amiri-7a017a91', 'Theodore Caby (CEO): https://linkedin.com/in/theodorecaby']",True,282372162
3236,69ad1ce2-e1f0-49e5-888b-aec2f238a216,qarbotech,Photosynthesis enhancement technology,,"Puchong, Malaysia",[],,,,,,False,Not in Affinity
3237,876d9580-5169-484a-b05f-bf136551e6fc,Qargo,Transport management software for the trucking industry,qargo.io,"London, United Kingdom",Balderton Capital,73.0,82.5,Series A,12000000.0,"['Sander De Wilde (Co-founder & Software Engineer): https://linkedin.com/in/sander-de-wilde-08a758106', 'Joeri De Turck (Co-founder & CTO): https://linkedin.com/in/joerideturck', 'Adriaan Coppens (Co-founder & CEO): https://linkedin.com/in/adriaancoppens']",True,301097111
3238,d05f59af-aa4d-440c-8d9b-44f23d08efe0,qcells,Photovoltaic cell manufacturer,https://www.q-cells.com/,"Seoul, South Korea",[],,,,,,False,Not in Affinity
3239,61c3a424-075e-4172-9538-2cf5f93968c4,Qdrant,Vector database and search platform,qdrant.tech,"Berlin, Germany","['unusual ventures', ' ibb ventures', ' 42cap', ' amr awadallah']",,,,,,False,282804382
3240,08149757-ffc1-4948-9e6b-c716d74cba10,Qell Special Acquisition Corporation,Sustainable tech-focused SPAC,qellpartners.com,,[],,,,,,False,296139892
3241,1bd66491-0c5f-4cb0-b08c-314b536a3441,qevlar ai,Autonomous AI security operations center analysts developer,https://qevlar.ai/,"Paris, France","['eqt ventures', ' forgepoint capital international']",,,,,,False,Not in Affinity
3242,e24a05af-e80f-4db9-882e-586025873d79,qflow,Decarbonization software platform for construction,,"London, UK","['ascension ventures', ' bridge investment group', ' systemiq', ' grosvenor group', ' greensoil investments', ' mmc ventures', ' gravel road ventures', ' suffolk technologies']",,,,,,False,Not in Affinity
3243,daf07519-da81-4627-b674-ad50874e3c2b,QiO Technologies,AI industrial optimization software platform,qio.io,"Farnborough, United Kingdom",Wave Equity Partners,31.0,-22.5,Series B,10000000.0,"['Baz Khuti (Co-founder and Board Member): https://linkedin.com/in/baz-khuti-3a178828', 'Rick Haythornthwaite (Chairman and Co-Founder): https://linkedin.com/in/rick-haythornthwaite-8551b21a5', 'Jackie Rhone (PA to Co-Founder & CEO): https://linkedin.com/in/jackie-rhone-a501a012', 'Patrick Johnson (Chief Executive Officer): https://linkedin.com/in/patrick-johnson-7791765']",True,78859775
3244,0b2c2b58-d950-4fb8-8ca7-233e7567cb9f,QLM Technology,Providing greenhouse gas monitoring through quantum-enabled technology,qlmtec.com,UK,"['schlumberger', ' quantum exponential', ' newable ventures', ' enterprise100 syndicate', ' development bank of wales', ' green angel syndicate']",,,,,,False,213994574
3245,90df99c4-8788-4258-906d-15cffcf7d38e,Qnovo,Battery management software startup,qnovo.com,"Newark, CA","['OGCI Climate Investments', 'RockPort Capital', 'Intel Capital', 'Constellation Technology Ventures', 'U.S. Venture Partners', 'Blue Run Ventures', 'BorgWarner']",29.0,0.0,Series C,24000000.0,"['Dania Ghantous (Co-Founder & VP, Technology): https://linkedin.com/in/daniaghantous', 'Dr. Nadim Maluf (CEO): https://linkedin.com/in/nadimmaluf']",True,1582046
3246,274d2f93-141b-470f-950e-0159647ca8af,qotto,Provider of solar systems in Africa,,France,"[' cordaid investment management', ' lion’s head global partners', ' sowefund', ' off-grid energy access fund', 'ibl group']",,,,,,False,Not in Affinity
3247,72e795e9-b443-478e-b5c8-3210a7fc8be9,Qovoltis,Deploy smart EV charging stations,qovoltis.com,Paris,"[' equitypitcher ventures', ' epopée gestion', '3m new ventures', ' pâris mouratoglou', ' satgana', 'andera partners']",,,,,,False,281950779
3248,3cee4aa6-5f5b-40eb-ab6c-1e9ac6eae66e,Quaise Energy,Energy startup with drilling technology for geothermal energy,quaise.energy,"Cambridge, Massachusetts","['Prelude Ventures', 'Standard Investments', 'Mitsubishi Corporation', 'Safar Partners', 'Fine Structure Ventures', 'Xplorer Capital', 'Nabors Energy Transition Ventures', 'others', 'Collaborative Fund', 'Nabors Industries', 'TechEnergy Ventures', 'Vinod Khosla', 'The Engine', 'HostPlus']",53.0,0.0,Series A,21000000.0,"['Matt Houde (Founder, Project Manager): https://linkedin.com/in/matt-houde-71a4215b', 'Carlos Araque (Co-founder and CEO): https://linkedin.com/in/carlos-araque-quaise']",True,271896692
3249,62a62684-73b2-415a-a416-fee5b453c2bb,Quantexa,Decision intelligence software company,quantexa.com,"London, UK","['evolution equity partners', ' accenture ventures', ' dawn capital', ' hsbc', ' albionvc', ' british patient capital', ' abn amro ventures']",,,,,,False,121080497
3250,48a0704d-4663-41e4-a1ef-4871c6bb78b2,Quantified Energy Labs,Developer of aerial monitoring solutions for PV inspection,qe-labs.com,Singapore,['liu xiaosong'],,,,,,False,284074958
3251,97e196f0-5db7-4790-9de0-157edc72dc7a,Quantron,Manufacturer of clean battery and hydrogen-fueled vehicles,quantron.net,Germany,"['neuman & esser', ' ballard power systems']",,,,,,False,279215475
3252,ad743ee8-7b7a-40dd-b114-2bfb8c9bceb1,QuantumScape,Developer of solid state batteries for EVs,quantumscape.com,"San Jose, CA","['volkswagen', 'volkswagen group']",,,,,,False,1659697
3253,14cc0720-3cfb-4a7c-8809-1e8633f92607,Quativa,Residential solar sales platform and marketplace,quativa.com,"Torrance, California",Blueprint Equity,11.0,-47.62,Series A,7000000.0,Dallen Gietz (Chief Executive Officer): https://linkedin.com/in/dallen-gietz-b5788146,True,280114449
3254,313530d0-64fd-4bf3-950b-4619102acb77,Quatt Associates,Producer of smart heat pumps,quatt.com,"Amsterdam, Netherlands",,,,,,,False,255176446
3255,953b520b-dced-48a1-8d19-c6ceaa468f69,Qube Technologies,Continuous emissions monitoring platform,qubeiot.com,"Calgary, Canada",Riverbend Energy Group,58.0,1.75,Series B,,"['Alex MacGregor (CEO): https://linkedin.com/in/alex-macgregor-7a439a67', 'Stuart Primrose (Co-Founder): https://linkedin.com/in/stuart-primrose-00a5b720', 'Carol Elliott (Founder Qube Technologies Inc.): https://linkedin.com/in/carol-elliott-1733744a']",True,263135023
3256,26ccc2ea-dac2-44d3-93fa-9d8a3a571d00,Quilt,Advanced heat pumps for home heating and cooling,quilt.co,"Redwood City, CA",['energy impact partners'],,,,,,False,262807526
3257,35deb763-256f-4ad6-9f77-4f56aee197dc,Quinbrook Infrastructure Partners,Largest solar and battery project in the U.K.,quinbrook.com,"London, U.K.","[' natwest', 'lloyds']",62.0,24.0,Investment Fund,756381400.0,"['Rory Quinlan (Co-Founder and Managing Partner): https://linkedin.com/in/rory-quinlan-6946b018', 'David Scaysbrook (Co-Founder and Managing Partner): https://linkedin.com/in/david-scaysbrook-b7347914']",True,220431475
3258,b6e03ca3-d5c9-4e01-873d-528d9f219404,Quino Energy,Redox flow battery company,quinoenergy.com,"San Leandro, CA","[' techenergy ventures', 'doral energy-tech ventures', ' energy revolution ventures']",,,,,,False,282930359
3259,8a94a388-0f89-464f-a917-6284450d4b36,quixotic,Energy management software,https://quixotic.com/,Madrid,"[' bynd venture capital', 'demium']",,,,,,False,Not in Affinity
3260,ae870d44-ad91-4ae4-858a-24583e454312,QuotaPath,Commissions tracking and automation solution for sales and revenue teams,quotapath.com,"Austin, TX","[' atx venture partners', ' integr8d capital', ' insight partners', 'tribe capital', ' stage 2 capital']",,,,,,False,158344984
3261,356fcb62-4d10-44a3-a374-ae0b9d2560a4,Qvantum Industries,Electric heat pumps developer,qvantum.com,"Malmö, Sweden",,,,,,,False,287946250
3262,e28c2800-0e01-44c9-b2b2-7a7fdaee184f,r-zero,Germ-killing UV device,,"San Francisco, CA",['dbl partners'],,,,,,False,Not in Affinity
3263,98160bce-1b1c-48a8-95f3-99f6b1b25347,Raad Labs,Blockchain-based infrastructure data measurement,raad.com,"New York, U.S.","['tribe', ' ev3', ' protagonist']",,,,,,False,297745759
3264,f65f1207-23e1-49c1-bf95-2bcb005d9378,RACEnergy,Battery swapping network,racenergy.in,"Hyderabad, India","[' micelio fund', 'growx ventures', ' huddle']",,,,,,False,224643189
3265,bd1e8a42-d0db-4c72-ba24-b86ada8ec238,Rad Power Bikes,Ebike company,radpowerbikes.com,"Seattle, WA","[' vulcan capital', ' durable capital partners lp', ' tpg’s the rise fund', ' counterpoint global', ' t. rowe price', 'fidelity management & research']",,,,,,False,2167315
3266,39284939-bbf4-4454-8f9b-803df2950867,Radar,Location data infrastructure platform,radar.io,"Brooklyn, NY",['accel'],,,,,,False,33108914
3267,87572a20-26d9-4bed-acbe-1af97642af17,radian aerospace,Space systems transportation developer,radianaerospace.com,"Renton, WA","[' explorer 1 fund', ' the private shares fund', 'fine structure ventures', ' helios capital', ' exor', ' gaingels', ' the venture collective', ' spacefund', ' type one ventures']",,,,,,False,284349513
3268,a147fb9a-d950-4146-9f58-2f821447b3a3,radiant,Portable nuclear microreactors to replace diesel generators,,"El Segundo, CA",['dcvc'],,,,,,False,Not in Affinity
3269,ff0857cd-8125-43dc-aeab-4647ceeab1a1,Radiant Industries,"Make portable, tiny nuclear reactors to replace diesel generators",radiantindustries.in,"El Segundo, CA",,,,,,,False,279804409
3270,d4012b8d-9519-41b4-9b53-f6cb1d430f6d,Radiant Matter,Shimmer and color effects from cellulose,radiantmatter.co,"London, U.K.",['sustainable ventures'],,,,,,False,285787108
3271,0b702f59-1b7b-4f0c-a168-0324b8bcaaac,Radiant,Micro nuclear reactor developer,radiantnuclear.com,"El Segundo, CA",,,,,,,False,262874113
3272,b63cd42b-0041-4f1b-9e14-a3ba0374b343,radical,Solar-powered high-altitude autonomous aircraft,,"Seattle, U.S.",['scout ventures'],,,,,,False,Not in Affinity
3273,60642545-60b5-4b5f-b6d0-2c9e0e9e62bb,Rafay Systems,Automation framework for containerized app lifecycle management,rafay.co,"Sunnyvale, CA","[' costanoa ventures', ' ntt docomo ventures', 'ridge ventures', ' moment ventures']",,,,,,False,138205821
